state,employer_name,normalized_name,canonical_name,canonical_basis,industry,naics,naics_basis,naics_level,cik,ticker,cik_match,sic,sic_description,ein,ntee,lei,wikidata_qid,wikidata_match,parent_company,parent_cik,identity_source,employer_key,place_name,place_fips,county_name,county_fips,latitude,longitude,geo_basis,location,notice_date,effective_date,employees_affected,layoff_type,is_temporary,is_amendment,is_amended,current_version,source_url,source_notice_id,dedupe_key,first_seen,last_seen
SD,Gillette Dairy,gillette dairy,Gillette Dairy,filed,,,,,,,,,,,,,,,,,,n:gillette dairy,Rapid City city,4652980,Pennington County,46103,44.071071,-103.217924,place,Rapid City,2007-05-16,,48,unknown,,0,0,1,https://dlr.sd.gov/workforce_services/businesses/warn_notices.aspx,ce99a0612098e1552887c0d9cafb3f37bd4a8d8fdd1813e8f1e359e3,710c68e491edd3fdba4081d5b120f01a5bbfbfe5,2026-07-16,2026-07-19
SD,Oak Valley Farms,oak valley farms,Oak Valley Farms,filed,,,,,,,,,,,,,,,,,,n:oak valley farms,Watertown city,4669300,Codington County,46029,44.909188,-97.155685,place,Watertown,2007-07-30,,225,unknown,,0,0,1,https://dlr.sd.gov/workforce_services/businesses/warn_notices.aspx,38221172467cabe46360883ab03c646fc4b705055bfbb7c22a6d2873,460e39618ce5c3a34d2ab9d1e2f00a6391ba26b0,2026-07-16,2026-07-19
SD,Gateway,gateway,Gateway,filed,,,,,,,,,,,,,,,,,,n:gateway,North Sioux City city,4645700,Union County,46127,42.535885,-96.494717,place,North Sioux City,2007-10-11,,60,unknown,,0,0,1,https://dlr.sd.gov/workforce_services/businesses/warn_notices.aspx,d6e2b1a874afa5017c0e0274121780cdeffeeafd8ae652a650849f33,b114632c4fd72ce36e930b9a6fc3f2406133a053,2026-07-16,2026-07-19
SD,Artic Cat,artic cat,Artic Cat,filed,,,,,,,,,,,,,,,,,,n:artic cat,Madison city,4640220,Lake County,46079,44.006223,-97.108481,place,Madison,2007-11-12,,89,unknown,,0,0,1,https://dlr.sd.gov/workforce_services/businesses/warn_notices.aspx,3c3859da8d2e98ccff31018c37a3e9b0839d477155618870d2913193,46800d97b9c3349a3848cfcdd697ad0e83c22cbc,2026-07-16,2026-07-19
SD,Ideal Merchandising,ideal merchandising,Ideal Merchandising,filed,,,,,,,,,,,,,,,,,,n:ideal merchandising,,,,,,,,"Apollo Beach, FL",2007-12-06,,1,unknown,,0,0,1,https://dlr.sd.gov/workforce_services/businesses/warn_notices.aspx,2596a591e694e63aad80e3a64f01a94f1ca280cbe3263d0a2faf9245,22423cf928f6b5a93db977108930e8c623181a70,2026-07-16,2026-07-19
SD,Qwest,qwest,Qwest Corporation,wikidata,,5133,sec-sic,enterprise,68622,CTGG,exact,4813,Telephone Communications (No Radiotelephone),,,,Q7273147,cik,,,automatic,qid:Q7273147,Sioux Falls city,4659020,Minnehaha County,46099,43.540696,-96.731962,place,Sioux Falls,2008-01-24,,58,unknown,,0,0,1,https://dlr.sd.gov/workforce_services/businesses/warn_notices.aspx,4dabcdc9c7e238edc55a2c566e4d5086282b4f8f00f8b106e3dcf23f,883511094f7f776d6bbe4a7c38486483a8e797bd,2026-07-16,2026-07-19
SD,Student Financial Loan Corporation (SFLC),student financial loan corporation sflc,Student Financial Loan Corporation,cleaned,,,,,,,,,,,,,,,,,,n:student financial loan,Aberdeen city,4600100,Brown County,46013,45.464678,-98.468104,place,Aberdeen,2008-05-20,,18,unknown,,0,0,1,https://dlr.sd.gov/workforce_services/businesses/warn_notices.aspx,155ccf8cb3da0cc126e508af118dec733cde9918c419aa450ebe91e1,0324c396a8e44a5644b4dd7ddbd463960af274bb,2026-07-16,2026-07-19
SD,MPC,mpc,MPC,filed,,,,,,,,,,,,,,,,,,n:mpc,North Sioux City city,4645700,Union County,46127,42.535885,-96.494717,place,North Sioux City,2008-11-05,,89,unknown,,0,0,1,https://dlr.sd.gov/workforce_services/businesses/warn_notices.aspx,b232bca51a52ac20e6d212175753f299dcc6f16ed62b37b8917b4113,568f981b7227275c5d890d57880cb3d0a2733254,2026-07-16,2026-07-19
SD,MPC,mpc,MPC,filed,,,,,,,,,,,,,,,,,,n:mpc,North Sioux City city,4645700,Union County,46127,42.535885,-96.494717,place,North Sioux City,2009-01-02,,45,unknown,,0,0,1,https://dlr.sd.gov/workforce_services/businesses/warn_notices.aspx,303ef2a35119cfda81389e6f64f96be8589c929503404d6912408024,61b3a696518302761729591f93c5e3995cf0df2c,2026-07-16,2026-07-19
SD,Hutchinson Technology Inc.,hutchinson technology,Hutchinson Technology,wikidata,,334,sec-sic,enterprise,772897,,exact,3679,"Electronic Components, NEC",,,,Q5950709,cik,,,automatic,qid:Q5950709,Sioux Falls city,4659020,Minnehaha County,46099,43.540696,-96.731962,place,Sioux Falls,2009-01-08,,275,unknown,,0,0,1,https://dlr.sd.gov/workforce_services/businesses/warn_notices.aspx,9bf54101d76e48c7e3e14a5cabfd782fd0de5a160ff5befaa92828fe,54b2f6dcdbb713aa781fd9327f57eb4cb01750a1,2026-07-16,2026-07-19
SD,Terex Load King,terex load king,Terex Load King,filed,,,,,,,,,,,,,,,,,,n:terex load king,Elk Point city,4618620,Union County,46127,42.681224,-96.68048,place,Elk Point,2009-05-01,,63,unknown,,0,0,1,https://dlr.sd.gov/workforce_services/businesses/warn_notices.aspx,d317d8a695d38bc48fe4e31d71007d61541f0bd3085b69eb3b3813a4,20e713d27288860bf6dcb109447fe3b85cb93d43,2026-07-16,2026-07-19
